Orthogroup	Solanum_lycopersicum	Brassica_napus
OG0006624	Solyc04T001639.1, Solyc04T002147.1	CDY47858, CDY36014
OG0006625	Solyc11T000041.1	CDY31308, CDY46817, CDX69883, CDY21609
OG0006626	Solyc03T002286.2	CDY11692
OG0006628	Solyc02T001544.1, Solyc07T002489.1	CDY35728, CDX90141, CDX94599, CDY15683
OG0006629	Solyc04T003016.1	CDY31506, CDY51432, CDY01350, CDY31860, CDY29497
OG0006630	Solyc01T002149.1	CDX70866, CDY66931, CDX88899, CDY59013, CDY02580, CDY47201
OG0006631	Solyc02T001758.1	CDY24895, CDY08638
OG0006632	Solyc03T002551.1	CDX75226, CDX68824, CDY61390
OG0006633	Solyc08T000900.1	CDY57063, CDX76414, CDX79031, CDX82797
OG0006634	Solyc03T001624.1	CDX81856, CDY21724
OG0006635	Solyc03T002029.1	CDX93202, CDY07610, CDY67957, CDY18863, CDX74799
OG0006636	Solyc01T000307.1, Solyc11T001938.2	CDY03017
OG0006637	Solyc05T000464.1	CDX97992, CDY19376
OG0006638	Solyc05T000449.1	CDY28726, CDY28725, CDY28727, CDY28724
OG0006639	Solyc10T002469.1	CDY48770, CDX79954, CDY23871, CDY65074, CDY27199
OG0006641	Solyc01T001366.1, Solyc10T002546.1	CDY29963, CDY21161, CDY50665, CDY51748
OG0006642	Solyc02T002466.1	CDX78654, CDX70652, CDY34719
OG0006643	Solyc09T001956.1	CDY15450, CDY32499, CDY37439
OG0006644	Solyc06T002563.1	CDY72536
OG0006645	Solyc08T001658.1	CDY05468, CDY05384, CDX88147, CDX80478, CDY05363
OG0006646	Solyc02T001824.1	CDX77562, CDX98232, CDY43177, CDY02348
OG0006647	Solyc11T002389.1	CDX78430, CDX70401, CDX85708, CDX91209, CDY68531, CDX69749
OG0006648	Solyc01T003020.1	CDY42140, CDY08441, CDY49141, CDY00764, CDX73828
OG0006649	Solyc03T001205.1	CDX85547, CDX90987, CDX69518, CDY26427
OG0006650	Solyc11T001707.1, Solyc11T001709.1	CDY35666, CDY09120
OG0006651	Solyc02T001600.1, Solyc10T000432.1	CDY52221, CDY03813, CDY15008
OG0006653	Solyc03T000485.1, Solyc02T001715.1	CDY16622, CDX76430
OG0006654	Solyc08T000156.1	CDX68783, CDY27115, CDX75194
OG0006655	Solyc01T003619.1	CDX97919, CDY19329
OG0006655	Solyc05T002755.1	CDY09788, CDY69657
OG0006656	Solyc05T000831.1	CDY22004, CDY56370, CDY56371, CDY13629, CDX83614
OG0006657	Solyc04T002855.1	CDY11486, CDY11455, CDX76710
OG0006657	Solyc08T001192.2	CDY70898
OG0006658	Solyc08T001563.1	CDX68053, CDX79211, CDY04675, CDY08174
OG0006659	Solyc02T001851.1	CDX72298, CDY13419, CDY28250, CDX68728, CDY69306
OG0006661	Solyc03T002289.1	CDY19025, CDX89228
OG0006662	Solyc03T001472.1	CDY04064, CDX85262, CDX86377, CDY04072, CDY44397, CDY04065
OG0006663	Solyc12T001039.2	CDX81624, CDY33759
OG0006665	Solyc05T000547.1, Solyc03T002568.1	CDY16097
OG0006667	Solyc12T000248.2	CDY48735, CDY03327, CDY35911, CDY35912
OG0006668	Solyc02T000856.1	CDX79820, CDY17923
OG0006669	Solyc02T002762.2	CDX68556, CDY68938, CDY30619, CDY17739
OG0006670	Solyc05T000193.1	CDY04131, CDY45204, CDY03045, CDY17435, CDY04132
OG0006671	Solyc02T002840.1, Solyc03T000798.1	CDX89569, CDY38942
OG0006672	Solyc05T000595.1	CDX95976, CDY33569, CDX95975, CDY45838, CDX81573
OG0006673	Solyc08T002303.1	CDX86755, CDY57778
OG0006674	Solyc06T001848.1	CDY11080, CDX68206, CDY45870, CDY47736, CDX95490
OG0006675	Solyc05T000489.1	CDX83548, CDY21089, CDY50181, CDY16076, CDY26636, CDY58353
OG0006677	Solyc02T002230.1	CDY00150, CDY20042, CDX83723, CDY13729
OG0006678	Solyc02T000648.1	CDY33278, CDY16305
OG0006679	Solyc05T002249.1	CDY08782, CDY14579, CDY60357
OG0006679	Solyc01T001351.1	CDY60362
OG0006681	Solyc03T000593.1, Solyc02T002070.1	CDX69212, CDX75561
OG0006682	Solyc05T000635.2	CDY33556, CDX95963
OG0006683	Solyc08T002397.4, Solyc12T002206.1	CDY35038, CDX67496, CDY44472
OG0006684	Solyc03T003194.1	CDY71363, CDX92195, CDX95790, CDX78954, CDX99352
OG0006685	Solyc08T002269.1	CDX94135, CDY68978, CDX86736, CDX94474, CDY41284
OG0006687	Solyc02T000226.1	CDX88013, CDY45763, CDY16845, CDX87176
OG0006688	Solyc01T000123.1	CDY00508
OG0006689	Solyc05T000619.1, Solyc04T000029.1	CDY56177, CDX98116
OG0006690	Solyc05T000057.1	CDY28674, CDY49055, CDY37520
OG0006692	Solyc05T000189.2	CDY69131, CDY46423, CDY16215, CDY14709, CDY16214
OG0006693	Solyc12T000392.1	CDX69032, CDX75407, CDY49280, CDX72455
OG0006694	Solyc12T000265.2	CDY35864, CDX92505, CDY42292
OG0006695	Solyc02T002847.1	CDY37186, CDY09337, CDY01439, CDY12803
OG0006696	Solyc08T002432.1	CDY39728, CDY44461, CDY34403, CDY25566
OG0006697	Solyc03T000526.1, Solyc02T001930.2	CDY24343, CDY50620, CDY24348
OG0006698	Solyc03T002506.1, Solyc02T002236.1	CDY42587, CDY65600
OG0006699	Solyc08T001774.1	CDY12415, CDY27147, CDY12304, CDY62302
OG0006700	Solyc09T002372.1	CDY06484, CDY08297, CDY57167, CDY65370, CDY50675, CDY36856
OG0006701	Solyc02T002794.1	CDX84674, CDY53790, CDY37701, CDX79539, CDY15067
OG0006702	Solyc05T002047.1	CDY41161, CDX71803, CDY70752, CDX98419, CDX67830
OG0006703	Solyc08T002287.2	CDX86746, CDY13279, CDX86748, CDY47422, CDY52939
OG0006707	Solyc07T002777.1	CDY10544, CDY26092, CDY08255, CDY50020, CDY51075, CDY42376
OG0006708	Solyc08T002421.1	CDY38197, CDY08348, CDY65970
OG0006709	Solyc03T000727.1, Solyc02T002706.1	CDY45620, CDY08759
OG0006711	Solyc02T002757.1	CDY44032, CDY50264, CDX72645
OG0006713	Solyc01T003380.1	CDY57300, CDY10510, CDY63487
OG0006714	Solyc12T000201.1	CDX70883, CDX88883, CDY42281, CDY44930
OG0006715	Solyc08T002225.1, Solyc03T000222.1	CDY15994, CDY26560
OG0006716	Solyc06T002131.1, Solyc03T002140.3	CDY20180, CDY70456
OG0006717	Solyc02T002780.1	CDY12842, CDY57435, CDY43571, CDY18656, CDX81320
OG0006718	Solyc08T001798.1, Solyc08T001797.1	CDY27134, CDX97248, CDY62880
OG0006719	Solyc06T001819.1, Solyc03T003143.1	CDX92168, CDX95815, CDY61286
OG0006720	Solyc08T001867.1, Solyc08T000051.3	CDY09274, CDY12278
OG0006721	Solyc12T001365.1, Solyc02T002235.1	CDX85594, CDX91045
OG0006722	Solyc12T002415.1, Solyc04T002648.1	CDY22068, CDY21902
OG0006724	Solyc04T002148.1, Solyc03T000612.1	CDY22868, CDY33863, CDY43925, CDX87840
OG0006725	Solyc01T001401.1	CDX72812, CDX96329, CDY03696, CDY25755, CDY12507, CDY21391, CDY04784
OG0006726	Solyc12T002366.1	CDY08763
OG0006726	Solyc04T002488.2	CDX75681
OG0006727	Solyc08T002111.1	CDY61784, CDY07036, CDX93231, CDY20484
OG0006728	Solyc04T002017.1	CDX80537, CDX88197, CDY05504, CDY05339
OG0006729	Solyc08T001847.1	CDY23690, CDX86051, CDX99136, CDY23689, CDY23688
OG0006730	Solyc01T002935.1	CDY66317, CDX83366, CDX95700, CDY42045, CDX80016, CDY27324
OG0006731	Solyc08T000044.1, Solyc12T002551.2	CDX78916, CDY13045, CDY23114
OG0006732	Solyc05T001232.1	CDY35233, CDY06858, CDX92901, CDY50931
OG0006733	PRAM_25757.1.p1, Solyc02T001141.1	CDY50890, CDY06364
OG0006734	Solyc12T002721.1, Solyc01T001382.1, Solyc01T002009.1, Solyc12T002728.1	CDX83344, CDY50916
OG0006735	Solyc08T002021.1, Solyc08T000211.1	CDY43638, CDY03167, CDY37170
OG0006736	Solyc06T000615.1	CDX72838, CDX96355
OG0006737	Solyc07T001578.2	CDX72287, CDY13408, CDX68718, CDY28239, CDX72288
OG0006738	Solyc10T000075.2, Solyc07T002771.1	CDY51073, CDY50018, CDY10540, CDY42378
OG0006739	Solyc02T000775.1, Solyc02T002165.1	CDX73797, CDX77936, CDY24490
OG0006740	Solyc03T000424.2	CDY30691
OG0006741	Solyc11T001644.1, Solyc01T003533.1	CDY04780, CDY21393
OG0006742	Solyc03T000342.3, Solyc06T000697.1	CDY48921, CDX71739
OG0006743	Solyc01T004027.1, Solyc04T002798.1	CDY16509, CDX77234
OG0006744	Solyc08T000278.9, Solyc08T000275.1	CDY04383, CDY04384, CDY47426
OG0006745	Solyc06T001342.1	CDX97983, CDY31212, CDY21010
OG0006746	Solyc07T001789.1	CDY13722, CDX83707, CDY03983, CDY66660, CDY00152
OG0006747	Solyc10T001470.1, Solyc01T003919.1	CDX69308, CDX75657, CDX72629, CDY29551
OG0006748	Solyc04T000979.1, Solyc05T000072.2	CDY59088, CDY25807, CDY28466
OG0006749	Solyc10T000158.1	CDY47480, CDY26788, CDX71308
OG0006750	Solyc02T002890.1, Solyc02T001048.1	CDY13706, CDX83683, CDY48357, CDY34154
OG0006751	Solyc03T000737.1, Solyc02T002718.1	CDY54321, CDX83089, CDY68801, CDY08161
OG0006752	Solyc04T001911.1, Solyc01T004350.1	CDY06334
OG0006753	Solyc12T000267.1	CDY42746, CDY69546, CDX89348, CDX94349
OG0006754	Solyc08T001775.1	CDY09289, CDY67801
OG0006755	Solyc02T000723.1, Solyc03T000595.1, Solyc02T002075.1	CDY26535, CDY33298, CDY28998
OG0006756	Solyc02T002150.1, Solyc02T000758.1	CDX81370, CDY57125
OG0006757	Solyc02T001162.1	CDY17000, CDY20899, CDY58086
OG0006758	Solyc12T001301.1, PRAM_26280.1.p1	CDY49061, CDY37514, CDX69565, CDX91030
OG0006759	Solyc02T000834.1, Solyc02T002690.2	CDX89498, CDY25615
OG0006760	Solyc03T003256.1	CDY26162, CDY19210, CDY45869, CDX73025, CDX96495
OG0006761	Solyc04T002689.1	CDX72987, CDX96474
OG0006762	Solyc05T000283.1	CDY33764, CDX81619
OG0006763	Solyc02T002767.1, Solyc03T000756.1	CDY43578, CDY08720, CDY36494
OG0006764	Solyc05T000243.2	CDY48055, CDY50731, CDY16197, CDY46436, CDY45005
OG0006765	Solyc08T001767.1	CDX99370, CDX78936, CDX98621, CDY01597
OG0006766	Solyc08T001851.1	CDY12287, CDY63075, CDY47693
OG0006767	Solyc02T001978.1	CDY69776, CDY07827, CDY24363, CDY20810, CDY27708
OG0006768	Solyc01T000453.1	CDY45705, CDY53947
OG0006769	Solyc07T001071.1	CDY70340, CDY58326, CDX68962, CDX81937, CDY21655
OG0006770	Solyc04T002928.1	CDY02387, CDY12969
OG0006771	Solyc02T001933.1, Solyc02T000642.1	CDY56535, CDY64873, CDX90523, CDY09693
OG0006772	Solyc03T000304.1, Solyc03T000302.1	CDX89398, CDX94422
OG0006773	Solyc06T002097.1	CDX81670, CDY33741, CDY45287, CDY41103
OG0006774	Solyc08T001917.1	CDY16258, CDX77711, CDY33492, CDY43458, CDY03177
OG0006775	Solyc07T000190.1	CDY18566, CDX95471, CDX84083, CDY44660
OG0006776	Solyc12T002281.1	CDY72046, CDX90733
OG0006777	Solyc02T001968.1	CDY41633, CDY72093, CDX69161, CDX75523
OG0006778	Solyc08T001273.1	CDX68938, CDX75323
OG0006779	Solyc04T001945.2	CDX88356, CDX87528
OG0006780	Solyc06T000596.1, Solyc08T002096.1, Solyc06T001345.1	CDX77021, CDY35326
OG0006781	Solyc08T001358.1, Solyc12T002539.1	CDX76736, CDX75302
OG0006782	Solyc04T002949.1, Solyc12T002482.1	CDY12985, CDY02382
OG0006783	Solyc03T000243.1	CDX96201, CDY14397, CDY19692, CDY38734, CDY47059
OG0006784	Solyc03T001763.1	CDX97400, CDY14267
OG0006785	Solyc11T000442.1	CDY00165, CDY20059
OG0006786	Solyc04T002736.1, Solyc11T002341.1	CDY23912, CDY02409
OG0006787	Solyc04T000630.1, Solyc11T000693.1	CDY42357, CDX95197, CDY42356
OG0006788	Solyc04T002828.1	CDX83755, CDX96655, CDY67982, CDY04330, CDX83746
OG0006789	Solyc03T001685.1, Solyc06T001073.1	CDY70436, CDX83080
OG0006791	Solyc02T002026.1, Solyc04T002891.1	CDY43425, CDY66396
OG0006792	Solyc04T002492.1	CDY11783, CDX90095, CDY11788, CDX84921, CDY27621
OG0006793	Solyc08T001299.1	CDY20273, CDX83217, CDY21503
OG0006794	Solyc06T001234.1, Solyc03T000548.1, Solyc04T002034.1, Solyc07T001759.1, Solyc03T000547.1	CDY50838
OG0006795	Solyc12T002603.1	CDY15401
OG0006795	Solyc12T000876.1	CDY58368, CDY19117
OG0006796	Solyc04T002354.1	CDX88437, CDX87454, CDY14617, CDY26860, CDX79256
OG0006797	Solyc06T001288.1	CDY04672, CDY08177, CDY41788, CDX88372, CDX87516
OG0006798	Solyc11T000388.2	CDY51578, CDX75124, CDY05035, CDX90703
OG0006799	Solyc04T002363.1	CDY51575, CDX75121, CDX90707, CDY05041
OG0006800	Solyc03T001747.1	CDY14385, CDY35643, CDY54345, CDY47070, CDY14551
OG0006801	Solyc09T002022.1	CDX91292, CDY21897, CDY22061, CDX90931, CDY18012
OG0006802	Solyc04T002592.1	CDX73201, CDX87662, CDY39060, CDY13532
OG0006803	Solyc03T002847.2	CDX81890, CDY59656, CDY19233, CDY26739, CDY68377
OG0006804	Solyc10T001966.1, Solyc01T004353.1, Solyc05T000369.1	CDY71885, CDY51340, CDX87642, CDX73228
OG0006805	Solyc12T002466.1	CDY29390, CDY29391, CDY39347, CDY62587, CDX83740
OG0006806	Solyc04T002327.1	CDX87462, CDY70385, CDY52792, CDY67138, CDX88429
OG0006808	Solyc04T003014.1, Solyc12T002514.1	CDX75496, CDY31861, CDY01351
OG0006809	Solyc11T000697.1	CDY71201, CDY14784, CDY23834, CDX79922
OG0006810	Solyc08T000939.1, Solyc04T002961.1	CDY29532, CDX87635
OG0006811	Solyc04T002574.1	CDY11807, CDY11797, CDX90089, CDY11798
OG0006812	Solyc01T000080.1, Solyc01T000089.1	CDY24319, CDY10295, CDY10663, CDY55261, CDY34238
OG0006813	Solyc01T004180.1	CDX71534, CDY22373, CDY02428
OG0006814	Solyc11T000749.3, Solyc08T001672.1	CDX88390, CDX99409, CDX87501
OG0006815	Solyc03T001729.1	CDY71194, CDY19652, CDY49450, CDY27033, CDX96182
OG0006816	Solyc05T002527.1	CDX76377, CDY27450, CDX79153, CDX82939, CDX94524, CDY16705
OG0006817	Solyc02T002701.1	CDX86957, CDY00226
OG0006818	Solyc04T002495.2	CDY66999, CDY03931, CDY65033, CDX90097, CDY11778
OG0006820	Solyc04T002419.1, Solyc12T002350.1	CDY65376, CDY45266, CDX83182, CDY21451
OG0006821	Solyc11T000710.1	CDX87507, CDX68045, CDX79232, CDX88384
OG0006822	Solyc07T001855.2	CDY03781, CDY68459
OG0006823	Solyc07T000645.1	CDY39127, CDY49135
OG0006824	Solyc07T002742.1	CDY24203, CDY43362
OG0006825	Solyc08T000274.1	CDY26569, CDY16009, CDY30086, CDX98057, CDY68810
OG0006826	Solyc06T001377.1	CDX84072, CDY66058, CDY01256, CDY01266, CDX93824
OG0006828	Solyc08T002457.1, Solyc04T000251.1	CDX84023, CDY68911, CDY69105, CDY45269
OG0006829	Solyc07T001683.1, Solyc07T000717.1	CDY11865, CDX88626, CDY25905
OG0006830	Solyc05T000853.1, Solyc03T002444.1	CDY34045, CDX83168
OG0006831	Solyc04T002018.1	CDY40944, CDY70168
OG0006832	Solyc09T000332.1	CDY41861, CDX93642, CDY20939
OG0006833	PRAM_141872.1.p1	CDY33935, CDY05648, CDX85384, CDX86262
OG0006834	Solyc06T001959.1, Solyc03T002619.1	CDY46026, CDY45397, CDY72658
OG0006835	Solyc12T000401.1, Solyc08T000172.1	CDY23248, CDY55614
OG0006836	Solyc03T002710.1	CDY23708, CDY02202, CDY62677
OG0006837	Solyc05T000537.1, Solyc07T000940.1	CDY39935, CDX95296
OG0006838	Solyc07T000702.1	CDY68135, CDY39142, CDY70741, CDY01405, CDY12860
OG0006839	Solyc06T002608.1	CDY71220, CDX68148, CDY48408, CDY31788
OG0006840	Solyc07T000135.2	CDY15589, CDX86513, CDY06228, CDY09955
OG0006841	Solyc02T002010.2	CDY22415, CDX90286, CDY12093, CDX72742
OG0006842	Solyc12T002760.1	CDY09724, CDY09726, CDY38155, CDX90552
OG0006843	Solyc08T000213.1, Solyc08T002036.1	CDX90487, CDY09643, CDY42960, CDY35597
OG0006844	Solyc06T001937.1, Solyc03T002570.1	CDY00304, CDY61346, CDY70794
OG0006845	Solyc02T000719.1	CDY33294, CDY29003, CDX90662, CDX73747, CDX77977
OG0006846	Solyc03T002526.1	CDX87278, CDY16747, CDY00350, CDX72055, CDX84380
OG0006847	Solyc01T003154.1	CDY68781, CDY24082, CDY72278, CDY25835
OG0006848	Solyc05T002459.1	CDY49601, CDX85412, CDX86232, CDY00028
OG0006849	Solyc02T002854.1	CDX91941, CDX74306, CDY45166, CDY03000
OG0006850	Solyc06T002514.1	CDY51355, CDX97869, CDY02000, CDY45464, CDY02001
OG0006851	Solyc07T001489.2	CDY16550, CDX92447, CDX70936, CDY45076, CDY51840
OG0006852	Solyc02T002906.1, Solyc12T001930.1, Solyc06T001719.1	CDY13693, CDY28482
OG0006853	Solyc08T002063.1	CDY09655, CDY09651, CDX90491, CDY42956, CDY35604
OG0006855	Solyc06T001608.1, Solyc07T000212.1, Solyc12T000444.1	CDY48716
OG0006856	Solyc07T000182.1	CDY11860, CDY58848, CDY68551, CDX88631, CDY25898
OG0006857	Solyc02T001088.1	CDY26876, CDY14594, CDX88465, CDX87441
OG0006858	Solyc04T002916.1	CDY53643, CDY50846, CDY32273, CDY40519
OG0006859	Solyc01T002153.1	CDY02581, CDY47200
OG0006860	Solyc07T000198.1	CDY20694, CDY69709, CDY11886, CDX88606
OG0006861	Solyc07T001375.1, Solyc12T000308.1	CDY54384, CDY38258, CDY11888, CDX88604
OG0006862	Solyc08T001986.1	CDX93825, CDY66059, CDX84071, CDY71732
OG0006863	Solyc06T002040.1, Solyc03T002384.1	CDY48138, CDX84395, CDY41513
OG0006864	Solyc02T000327.1	CDY20698, CDY61661, CDX69773, CDX85722
OG0006865	Solyc03T002698.1	CDX84354, CDY00327, CDY56743, CDY16759, CDY72206
OG0006866	Solyc06T002361.1	CDY45108, CDY45109, CDX88861, CDX70910
OG0006867	Solyc06T001909.2, Solyc03T002852.1	CDX87210, CDY02151, CDY64140
OG0006868	Solyc07T000681.1	CDY16547, CDX92450, CDX70933, CDX70934, CDY51842
OG0006869	Solyc06T000300.2, Solyc07T000167.1	CDX88634, CDY68130, CDY02755
OG0006870	Solyc03T002165.1	CDY38089, CDX85488, CDX69423, CDY16982
OG0006871	Solyc11T002029.1	CDY67600, CDX82225, CDY32395, CDY19593, CDY06391
OG0006872	Solyc08T000298.2, Solyc08T002305.1	CDX94148, CDX98785, CDX94149
OG0006873	Solyc08T001652.1	CDX76790, CDY71362, CDY68285, CDY66833, CDY34753
OG0006874	Solyc08T002289.1	CDY71380, CDY41257, CDY13278, CDY47421, CDY67165
OG0006875	Solyc02T002744.1	CDY43585, CDY37844, CDY08733, CDY36508, CDY18668
OG0006877	Solyc10T000127.2	CDY19636, CDY65221
OG0006879	Solyc02T002559.1, Solyc02T000898.2	CDY18627, CDX81351, CDY12789, CDY01451
OG0006880	Solyc09T000919.1	CDY67806, CDY66208, CDY65783, CDY70799
OG0006881	Solyc01T001610.1, Solyc05T002246.1	CDX90538, CDY09708, CDY34440, CDY32226
OG0006882	Solyc12T001463.1, Solyc03T002853.1	CDX98973, CDX70051
OG0006883	Solyc03T000562.1	CDX72566, CDY47044
OG0006884	Solyc09T000553.1	CDY59489, CDY07765, CDY18421, CDX93345
OG0006885	Solyc07T000709.1	CDY52583, CDY30299, CDY49158, CDY49301, CDY49535
OG0006886	Solyc01T001511.1	CDX92117, CDX95876
OG0006888	Solyc07T000082.1, Solyc07T000085.1, Solyc12T000399.1	CDY02774, CDY32742
OG0006889	Solyc10T000101.1, Solyc07T002712.1	CDY06563, CDY20754, CDY28645, CDY17352
OG0006890	Solyc02T002549.1	CDY12791, CDX89576, CDY38947
OG0006891	Solyc02T000019.1, Solyc02T000018.1	CDY54887, CDY10234, CDY09948
OG0006892	Solyc02T001721.2	CDX98707, CDX94057, CDX82864
OG0006893	Solyc01T003037.1	CDY00966, CDY08582, CDX98809, CDX70178, CDY58304
OG0006895	Solyc02T002078.1	CDY45666, CDY17334, CDY20758, CDY06571
OG0006896	Solyc07T000339.1	CDY65402, CDY53983, CDY52493, CDY32901, CDY38265
OG0006897	Solyc07T000309.1	CDY37205, CDX81441, CDX81440
OG0006898	Solyc11T000586.1, Solyc04T000554.1	CDY63734, CDY19547, CDY03279
OG0006899	Solyc08T001565.1	CDX71417, CDY04512
OG0006901	Solyc11T000614.1	CDX76378, CDY27449, CDX94096, CDX98747, CDX79150
OG0006903	Solyc12T002747.2, Solyc01T001642.1	CDY33905
OG0006904	Solyc02T001737.1	CDY31209, CDY21007, CDY49799, CDX97980
OG0006905	Solyc04T000252.1	CDX95578, CDX83451, CDY29048, CDY23410, CDY30448
OG0006906	Solyc07T000336.2	CDY23288, CDY05003, CDY30185, CDY30186, CDY46714
OG0006907	Solyc12T000012.1	CDY17284, CDY19872, CDY18393, CDY54412, CDY18394
OG0006908	Solyc08T001100.1, Solyc07T001167.1, Solyc01T003047.1	CDY30787, CDX71495, CDY45207
OG0006909	Solyc01T001740.1	CDY34931, CDX74082, CDY08035
OG0006910	Solyc06T000841.1, Solyc06T000936.1	CDX73898, CDY08559, CDY00985
OG0006911	Solyc12T000402.1	CDX72255, CDY39221, CDX68673, CDY28196
OG0006913	Solyc07T000283.3	CDX93101, CDY50413, CDY68222, CDX81429
OG0006914	Solyc03T002713.1	CDY46944, CDX80749, CDY45876, CDY15656, CDY62680, CDY02200
OG0006915	Solyc05T000528.1	CDY16142, CDX95996, CDY04246, CDY07369, CDY59349, CDY55958, CDY36089
OG0006916	Solyc07T001543.1, Solyc01T002193.1	CDX90589, CDY09761, CDY09066, CDY22739
OG0006917	Solyc05T000008.1, Solyc01T003470.1	CDY37768, CDY21449
OG0006918	Solyc07T001831.1, Solyc02T001775.1	CDX98086, CDY30046
OG0006919	Solyc02T001301.1	CDX89425, CDX92691
OG0006920	Solyc03T003198.1, Solyc12T001785.1	CDX95558, CDX95557, CDY18495
OG0006921	Solyc03T000058.1	CDY66504, CDX77534, CDX85076
OG0006922	Solyc03T003332.2, Solyc06T001707.1	CDY07439, CDY16381, CDX91531
OG0006923	Solyc11T001490.1, Solyc00T000022.1	CDX71257
OG0006924	Solyc08T001351.1	CDY14310, CDX94353, CDY14209, CDY43508, CDY06804
OG0006925	Solyc03T002975.1	CDX88083, CDX80421
OG0006926	Solyc01T001539.1	CDX83051, CDX68500, CDX83050
OG0006927	Solyc11T001284.1, Solyc06T001521.1	CDX90741, CDY60297, CDY71878, CDY65347, CDY65346
OG0006929	Solyc03T000266.1, Solyc06T000734.1	CDX88068, CDX80406, CDY05906, CDY08112
OG0006930	Solyc09T002183.2	CDY22102, CDY21941, CDX97298
OG0006931	Solyc07T000604.2	CDY40263, CDY20576, CDY58393, CDY16187
OG0006932	Solyc02T002937.1	CDY58408, CDX69601
OG0006933	Solyc04T002421.2	CDY34290, CDY03442, CDY24840, CDX92642
OG0006934	Solyc03T002229.2	CDY19421, CDX98037, CDY66539, CDY21070, CDX71966
OG0006935	Solyc09T002889.1	CDY52781, CDY22042, CDX85398, CDX86250
OG0006936	Solyc10T002240.1, Solyc03T001118.1	CDY22510, CDY35424, CDX79950, CDY23867
OG0006937	Solyc12T002601.1, Solyc12T000875.1, Solyc08T000500.4	CDY28663
OG0006938	Solyc07T000372.1	CDX92008, CDX74240
OG0006939	Solyc09T000413.1, Solyc10T002613.1	CDX79659
OG0006940	Solyc10T002299.1, Solyc03T001353.1	CDX72008, CDY06085, CDX88957
OG0006941	Solyc02T002874.1, Solyc02T001042.1	CDY21820, CDY48167, CDY39573, CDX77900
OG0006942	Solyc01T003389.1	CDX93516, CDX94990, CDX94995, CDX94996
OG0006943	Solyc05T002703.1	CDX88756, CDY37996, CDY67995, CDY67373, CDY60371
OG0006944	Solyc04T002947.1	CDY65984, CDX73227, CDX87643
OG0006946	Solyc04T002659.1, Solyc12T002418.1	CDY43589, CDY69809, CDY69544, CDX71530
OG0006948	Solyc01T002101.1	CDX83333, CDX95719, CDX80096, CDY37796, CDX83334
OG0006949	Solyc04T002749.1, Solyc01T003230.2	CDY05573, CDY25034
OG0006950	Solyc09T002506.1	CDY47153, CDY12466, CDY49421, CDY12771
OG0006952	Solyc09T002230.1, PRAM_15758.1.p1	CDX99974, CDY19732
OG0006954	Solyc09T002143.1, Solyc01T002186.1	CDY08064, CDY58342
OG0006955	Solyc02T002957.1	CDX67483, CDY11733, CDY48962, CDY68496
OG0006956	Solyc06T001591.1	CDY39891, CDY23330, CDY71836, CDX97092, CDX85720
OG0006957	Solyc01T002969.1, Solyc05T002157.1	CDY70013, CDX90021, CDY70012
OG0006958	Solyc04T001712.1	CDX93948, CDX89160, CDY11463, CDX76676
OG0006959	Solyc07T000022.1	CDY20293, CDY46135
OG0006959	Solyc09T000425.1	CDY28234
OG0006960	Solyc12T002448.1, Solyc04T002771.3, Solyc12T001998.1	CDY60192, CDY40532
OG0006961	Solyc09T002225.1	CDY37453, CDY01309, CDY32487, CDX86692, CDY15447
OG0006962	Solyc04T002840.1, Solyc04T002476.1	CDY47953, CDY12580
OG0006963	Solyc01T002023.1	CDX67880, CDY25094, CDX76619, CDY11405
OG0006964	Solyc05T002611.1	CDX74190, CDX94329, CDY30578, CDX92069, CDY49338
OG0006966	Solyc01T000958.1	CDX82526, CDX82527
OG0006966	Solyc01T001102.1	CDY68775
OG0006967	Solyc10T001869.1, Solyc01T004285.1	CDX82002, CDY13836, CDX99612, CDY15911
OG0006968	Solyc01T002098.1	CDY22020, CDY07104
OG0006969	Solyc01T002667.1	CDY37025, CDY27396, CDX83410, CDX95625, CDX83409
OG0006970	Solyc11T002379.1, Solyc02T002314.1	CDX86443, CDX86439, CDX85193, CDY69723
OG0006971	Solyc10T002368.1, Solyc10T002353.1	CDY41330, CDY56714, CDY00915, CDY08617
OG0006972	Solyc08T001330.1	CDY67589, CDX91190, CDX70425, CDX78447
OG0006973	Solyc10T000093.1	CDY67070, CDY29913, CDY12274, CDY22570
OG0006974	Solyc12T002501.1	CDX87622, CDX73250, CDY31477, CDY29524
OG0006975	Solyc04T002642.1	CDY02582, CDY17046, CDY40847, CDY43848, CDY25659
OG0006976	Solyc04T002692.1, Solyc12T002429.1	CDY17833, CDY17016, CDY06735
OG0006977	Solyc01T003082.3, Solyc01T003084.1	CDY21112, CDY30016, CDX74172, CDY40671
OG0006978	Solyc10T002517.1	CDY61770, CDY35259, CDX70251, CDY41390, CDY41391
OG0006979	Solyc03T001360.1	CDY14823, CDY47962, CDX71990, CDY06072, CDX71991
OG0006980	Solyc09T002653.1	CDY52614, CDY50559, CDY08440, CDY42141
OG0006981	Solyc04T002714.1	CDX68963, CDX68967, CDX75344, CDY69431, CDY45035
OG0006982	Solyc11T000023.1	CDY50208, CDY69066
OG0006983	Solyc02T002803.1	CDY34265, CDY03476, CDY10993, CDX92622
OG0006984	Solyc09T000367.1, Solyc05T001360.1, Solyc10T002627.1	CDX79669, CDX84566
