Orthogroup	Solanum_lycopersicum	Brassica_napus
OG0001776	Solyc04T001872.1, Solyc01T003734.1	CDX76935, CDY13771, CDY25585, CDX89451
OG0001778	Solyc02T001242.1, Solyc07T002319.1, Solyc07T001751.1	CDX84812, CDY23977
OG0001779	Solyc04T001825.1, Solyc04T001570.1, Solyc05T002308.1	CDX85773, CDY40084, CDX69385, CDY13774, CDX76938, CDX89446, CDY25580
OG0001781	Solyc03T002154.1, Solyc08T001911.1, Solyc08T000030.1	CDY43156, CDY28732
OG0001782	Solyc05T002312.1, Solyc04T002288.1	CDX72676, CDY22393, CDY39454, CDX90361
OG0001783	Solyc10T002898.1	CDX91343, CDX74980
OG0001783	Solyc11T002305.1	CDY30491, CDX77175
OG0001784	Solyc10T002909.1, Solyc09T000203.1	CDY33211, CDX75000, CDY33212, CDX74999
OG0001785	Solyc10T001292.1, Solyc01T003741.1	CDY54941, CDY28406
OG0001785	Solyc04T002319.1	CDX91672, CDY38228, CDY00443
OG0001786	Solyc11T001412.1	CDY03623, CDY58940, CDY22956, CDX82280, CDY24617, CDY33416, CDY51692, CDY42205
OG0001788	Solyc10T000265.1, Solyc07T002353.1, Solyc12T000545.1	CDX98461, CDX97578, CDX82479, CDX75773, CDY39118, CDY70358, CDX97831, CDY66837
OG0001789	Solyc02T001551.1, Solyc03T000139.1	CDY69707, CDX80321, CDY02848, CDY32674, CDY32673, CDX71145, CDX88676
OG0001790	Solyc02T001297.1	CDY35167, CDY69073, CDX87708, CDY43979, CDX90196, CDY35302, CDX94673, CDY44311, CDY48343, CDX99831
OG0001791	Solyc03T000009.1, Solyc02T002902.1, Solyc05T000914.1, Solyc05T000862.1	CDX91929, CDX74317
OG0001792	Solyc03T003057.1, Solyc07T000140.1	CDY32747, CDY02769, CDY51280, CDY50795, CDX88639, CDY11848
OG0001793	Solyc01T003680.1, Solyc04T002126.1	CDX96546, CDX73091, CDY47860, CDY36012, CDY58995, CDY66603, CDY26733, CDY64871
OG0001794	Solyc01T003822.1	CDY31321, CDY46800
OG0001794	Solyc04T002477.1, Solyc04T002474.1, Solyc12T002362.1, Solyc04T002475.1	CDY69955
OG0001795	Solyc05T000412.1, Solyc03T003220.1	CDY53405, CDX73559, CDX92226, CDY24455, CDY18513, CDX95534
OG0001796	Solyc04T000091.1, Solyc05T000179.1, Solyc05T000182.1, Solyc05T000181.1, Solyc02T002336.1	CDX67442, CDY65333
OG0001797	Solyc02T001535.2, Solyc10T000422.1, Solyc05T001068.1, Solyc07T002480.1	CDY27935, CDY17204, CDY57212, CDY37684
OG0001798	Solyc12T000046.1, Solyc07T002108.1, Solyc12T000630.2, Solyc10T000206.1	CDX97437, CDY14244, CDY18975, CDY49660, CDX92865, CDY29899
OG0001799	Solyc05T000921.1, Solyc06T002035.1	CDX84941, CDY27597, CDY03896, CDY15732, CDY36141
OG0001800	Solyc04T002858.1	CDY32227, CDY34441
OG0001800	Solyc01T004193.1	CDX90310, CDY71205, CDX99593, CDY15894
OG0001801	Solyc12T000141.1, Solyc12T000140.1, Solyc07T001658.1	CDY12048, CDX90245, CDY02285, CDY09598
OG0001802	Solyc09T001978.1, Solyc09T002374.2	CDY34239, CDY55260
OG0001803	Solyc08T001340.1	CDY68704, CDY35875, CDX81938
OG0001803	Solyc07T001072.1, Solyc05T001666.1	CDX97146, CDY61437, CDY70147
OG0001804	Solyc11T000480.1, Solyc06T001818.1, Solyc03T003139.1	CDX77309, CDY41827, CDY61284, CDY67567, CDX95816, CDX92167
OG0001805	Solyc02T001507.3, Solyc03T000130.1	CDY48788, CDY53414
OG0001806	Solyc07T001475.1, Solyc05T001589.1, Solyc08T001158.1	CDY45139, CDY30897, CDY00605, CDY72322, CDY70329
OG0001807	Solyc07T001856.1, Solyc10T000113.1	CDX82253, CDY36045, CDY22810, CDY37119, CDY37113
OG0001808	Solyc02T001064.1, Solyc02T002933.1	CDY34181, CDY28496, CDY35747, CDY00586, CDX84923, CDY27615
OG0001809	Solyc12T000501.1, PRAM_26248.1.p1, Solyc07T002229.1, Solyc10T000300.1	CDY39447, CDX77611, CDY60533, CDY23103
OG0001811	Solyc01T000482.1, Solyc02T000998.1, Solyc02T002354.1	CDX74288, CDY28696, CDY69290, CDY69034, CDY70306, CDX70596, CDX78614, CDX69546, CDX85054
OG0001812	Solyc10T000363.1, Solyc02T001591.1, Solyc03T000160.1	CDY56786, CDY03794, CDY19340, CDX97934, CDY20586, CDY20981
OG0001813	Solyc03T000168.1	CDX79059, CDY63479
OG0001814	Solyc05T002399.1	CDY11341, CDX80975, CDX98868, CDX70125, CDY08536, CDY01011, CDX73882, CDY00731
OG0001816	Solyc05T000317.1, Solyc05T000319.1, Solyc05T000318.1, Solyc02T002666.1	CDX74556, CDY01698, CDY36204, CDX96144
OG0001817	Solyc10T001620.1, Solyc10T001616.1, Solyc01T004030.1	CDY08660
OG0001818	Solyc01T004314.1	CDX71311, CDY31404
OG0001819	Solyc11T002426.1	CDX91311, CDY58145, CDY53463, CDY21912, CDY70496, CDY22074, CDY21909, CDX76671, CDY11457, CDY10535
OG0001820	Solyc11T002392.1, Solyc10T001085.1, Solyc08T001613.1	CDY45016, CDY49322, CDX68888, CDX75282, CDX72371, CDY13501
OG0001821	Solyc06T000968.2	CDY07072, CDX93203, CDX76063, CDY43340, CDY66807, CDX72177
OG0001822	Solyc08T002130.1	CDY64500, CDY65120, CDX90479, CDY09634, CDY40085, CDX77767, CDY59298
OG0001823	Solyc06T001639.1, Solyc06T001640.1	CDY29935, CDY59205, CDY35543
OG0001824	Solyc04T002985.3, Solyc04T002922.5, Solyc12T002502.1, Solyc03T000536.1	CDY26816, CDY30357, CDY07838, CDY29184
OG0001825	Solyc10T001082.1, Solyc08T000990.1, Solyc01T003214.1	CDY57356, CDY30609, CDX68564, CDX83107
OG0001826	Solyc03T000523.1, Solyc02T001912.1	CDY30361, CDY26812, CDY20805, CDY24342, CDY57767, CDY55102, CDY18579, CDX81425, CDY57768
OG0001827	Solyc06T001965.1, Solyc03T002637.1	CDY21809, CDX77890
OG0001828	Solyc11T001590.1, Solyc10T001957.1, Solyc06T000774.1, Solyc01T004332.1, Solyc01T004333.1	CDY39073
OG0001831	Solyc08T002314.1	CDY64186, CDX90804, CDX86761, CDY59386
OG0001831	Solyc03T000402.1	CDY67248, CDY00246, CDX86938
OG0001832	Solyc04T002734.1, Solyc02T002539.1	CDY68677, CDY46073, CDY38944, CDX89573
OG0001833	Solyc04T000104.1, Solyc01T000430.1, Solyc05T000529.1	CDY59350, CDY16146
OG0001833	Solyc02T002515.1	CDY01653, CDX74517
OG0001834	Solyc05T000178.1, Solyc04T000092.1	CDY20637, CDY20944, CDY30900, CDY45143
OG0001834	Solyc06T001948.1	CDX68447, CDX83026, CDY21803
OG0001835	Solyc09T000691.1, Solyc06T000741.1, Solyc03T000286.1	CDX84361, CDY29871, CDX92855, CDX97408, CDY14262, CDX89215, CDY19015
OG0001836	Solyc04T002707.2, Solyc02T002585.1	CDX75617, CDX69268, CDY44054, CDY62342
OG0001837	Solyc01T000295.1, Solyc01T000294.1, Solyc04T002826.1, Solyc02T002114.1	CDY45231
OG0001838	Solyc07T002693.2, Solyc07T001794.1	CDY15048, CDX93079, CDY30580, CDY33395
OG0001839	Solyc01T000081.1, Solyc12T002848.1	CDY19364, CDX97957
OG0001839	Solyc08T000043.3	CDX99400, CDX78915
OG0001840	Solyc02T000776.2, Solyc02T002168.1	CDY24770, CDY35476, CDX75592, CDX69240
OG0001841	Solyc08T001973.1	CDX76553, CDX90438
OG0001842	Solyc02T002123.1, Solyc02T002124.1, Solyc02T000750.1	CDX70319
OG0001843	Solyc02T000151.1, Solyc11T001721.1	CDX78327, CDX81087, CDY20605, CDY44762, CDY40759, CDY21521, CDX69966, CDY61916, CDY02209
OG0001844	Solyc08T001724.1, Solyc05T000074.1	CDX88245, CDX80596, CDX87030, CDY19754
OG0001845	Solyc07T001603.1, Solyc07T001601.1, Solyc07T001602.1, Solyc07T001600.1	CDY10261, CDY06691
OG0001846	Solyc04T003025.1	CDY31512, CDY29493, CDY31857, CDY01346, CDX96612, CDY33659, CDX88289, CDY69754, CDY13393
OG0001847	Solyc08T001510.1, Solyc06T001258.1	CDX92478, CDY35822, CDX88846, CDY60377, CDY45099, CDY35823, CDX92479
OG0001849	PRAM_67549.1.p1, Solyc11T002367.3, Solyc08T001370.2, Solyc12T002538.1	CDX76735, CDY11505, CDY35321, CDY66493
OG0001850	Solyc04T000988.1	CDY11601
OG0001850	Solyc04T000990.1, Solyc05T000079.1	CDY65646, CDY61698, CDY38802, CDY11606, CDY42998, CDY03759, CDX68349, CDY23506
OG0001851	Solyc01T004281.1	CDY44046, CDY13540, CDY39057, CDY30303, CDY65245, CDY68406, CDX85912, CDY47499, CDX73193
OG0001852	Solyc03T002536.1	CDX87276, CDY16749, CDX84377, CDY00348
OG0001852	Solyc06T000025.1	CDY36849, CDY44566
OG0001853	Solyc06T001034.1, Solyc03T000249.1	CDY29870, CDX92852, CDY71485, CDY71170, CDX97406, CDY14263, CDX96208, CDY49175, CDY61587, CDY54340, CDY47066
OG0001854	Solyc01T003875.1, Solyc10T002628.1	CDX85476, CDY02736
OG0001855	Solyc07T002690.1, Solyc12T000720.1	CDY70490, CDY02413, CDY46692, CDX92808, CDX97359, CDY14304, CDX89317, CDX94303
OG0001856	Solyc12T000701.1, Solyc07T002655.1, Solyc10T000111.3	CDX82254, CDY36047, CDY50089, CDY68401, CDY29817, CDY25409, CDY22809, CDY37123
OG0001857	Solyc09T001056.1, Solyc06T000138.1	CDY70046, CDY43857, CDY02816, CDY32704, CDX70006, CDX99009
OG0001858	Solyc02T000524.1, Solyc02T001745.1, Solyc03T000470.1	CDX94072, CDX98723, CDX82892, CDX79117, CDY16659
OG0001859	Solyc06T000126.1, Solyc09T000910.1	CDX97850, CDY29699, CDX84858, CDY24028, CDY02037, CDY10711
OG0001860	Solyc09T001119.1	CDY29679, CDY54005, CDY54009, CDX84841, CDY24007
OG0001861	Solyc09T000610.1	CDY13183, CDX76170, CDX67588, CDX73508, CDX78208
OG0001861	Solyc09T001130.2	CDX80317
OG0001863	Solyc01T002754.1, Solyc06T000671.1, Solyc01T000385.1, Solyc06T000667.1, Solyc03T000416.1	CDX74761, CDY18904
OG0001864	Solyc08T001345.2	CDY70688, CDY61438
OG0001864	Solyc07T000946.1, Solyc05T001664.1	CDY32881, CDY32761, CDX88587, CDY11905
OG0001865	Solyc04T001461.1, Solyc10T002892.1, Solyc09T000137.1, Solyc10T002711.1	CDX70333, CDY10410, CDX80849, CDY11238, CDY55696, CDY04876
OG0001867	Solyc01T003372.1	CDX93517, CDX94991, CDY42364, CDY39002, CDY17383, CDY28616, CDY64985, CDY06526, CDY11321, CDX80931, CDX98807, CDX70180
OG0001868	Solyc07T001650.1, Solyc05T001109.1	CDY24290, CDX92935, CDY24299, CDY10629, CDY37401, CDY39511, CDY46333
OG0001869	Solyc09T000068.1	CDY22047, CDY50389, CDX91326, CDY55368, CDX80654, CDY47494, CDY47495, CDY09939, CDX82140, CDY49857, CDX69552, CDY59596
OG0001870	Solyc08T000085.1, Solyc03T001343.5, Solyc10T002420.1, Solyc10T002514.1	CDY44967, CDY01224, CDY01227, CDX93794, CDY01229
OG0001872	Solyc06T001499.1, Solyc01T004109.1	CDY28537, CDY48982, CDX82498, CDX75748, CDY13647, CDX83633
OG0001873	Solyc09T002798.3, Solyc09T002812.1, Solyc09T002811.1, Solyc09T002810.1, Solyc09T002797.1	CDY52058
OG0001874	Solyc03T000507.1	CDY38119
OG0001874	Solyc02T000585.1, Solyc02T000584.1	CDX70689, CDX78686, CDY39074, CDY62984
OG0001875	Solyc02T001163.1, Solyc07T001698.2	CDX77555, CDY49551, CDX98245, CDY02374
OG0001876	Solyc02T001095.1	CDY47795, CDY22937, CDY06500
OG0001877	Solyc09T002470.3, Solyc03T000037.2	CDX79148
OG0001877	Solyc07T002661.1	CDX89304, CDX94286
OG0001878	Solyc01T004178.1, Solyc01T001765.1, Solyc02T001655.1, Solyc06T000611.1, Solyc12T002159.1, Solyc05T001518.1, Solyc02T002844.1, Solyc10T001460.1, Solyc07T000356.1, Solyc03T002991.1, Solyc08T000657.1, Solyc09T002219.1	CDX82035, CDY13813
OG0001879	Solyc08T001027.1, Solyc07T000896.1, Solyc08T001026.1	CDX96900
OG0001880	Solyc02T001160.1, Solyc07T001697.2	CDY26398, CDY39410, CDX82577, CDY36698, CDX99350, CDX78955
OG0001882	Solyc00T000027.1	CDX98581, CDY38703, CDX99948
OG0001883	Solyc02T001848.1	CDX99515, CDX86887
OG0001883	Solyc01T001249.1	CDY13089, CDY13090, CDY29103, CDY60650, CDY39390, CDY49824, CDY29104, CDY13091
OG0001884	Solyc05T000736.1	CDY37191, CDY52777, CDY45169, CDY03003, CDY53941, CDY33788, CDY16122, CDY62213, CDX96873, CDY36419, CDX98138
OG0001885	Solyc05T001870.1, Solyc07T001807.1, Solyc07T001806.1	CDX74637, CDY47293
OG0001885	Solyc11T000627.1	CDY25961, CDY41054, CDY28924, CDY40560, CDY42977, CDY35584
OG0001886	Solyc02T001129.1	CDY51885, CDX78959
OG0001887	Solyc05T002586.1	CDY02924, CDX76111
OG0001888	Solyc09T002686.1, Solyc09T001783.1, Solyc06T000182.1	CDY05659, CDY33942, CDY66053, CDX85369, CDY71938, CDY00043
OG0001889	Solyc10T002033.1	CDY51337, CDY28598
OG0001891	Solyc10T002238.1, Solyc01T003016.1	CDY35426, CDY22506, CDX79952, CDY23869, CDY47371, CDX76008, CDX72115, CDY32029, CDY68642, CDX76009
OG0001893	Solyc04T000403.2, Solyc04T000402.1, Solyc05T002605.1	CDX74853, CDX76119, CDY02909, CDX69629, CDY09810
OG0001893	Solyc09T000087.1	CDX73549, CDX93388, CDY18451
OG0001900	Solyc02T002385.1, Solyc02T000981.1	CDY44416, CDX85236, CDY66024, CDY20005, CDY30262, CDX74438, CDX74439, CDX67435, CDY37011, CDY15945, CDX99659, CDY20006
OG0001919	Solyc12T002842.1	CDY23394
OG0001919	Solyc09T002442.1, Solyc09T002441.1	CDY10145, CDY51323
OG0001923	Solyc10T001740.1, Solyc12T000178.1	CDX95274, CDY63935
OG0001924	Solyc04T001926.1	CDY17604
OG0001924	Solyc11T000167.3, Solyc01T003813.1, Solyc10T001673.1	CDX88110
OG0001925	Solyc06T000371.1, Solyc03T000505.1, Solyc02T001799.1	CDY12694, CDX81474, CDY67648
OG0001926	Solyc08T001332.1, Solyc08T000771.1	CDY29134
OG0001927	PRAM_448.1.p1	CDX86674
OG0001958	Solyc08T001466.3	CDX75286, CDX68890
OG0001959	Solyc12T002207.1, Solyc08T002394.1	CDY13255, CDX86792, CDY44101, CDY63419
OG0001961	Solyc12T002419.2, Solyc01T003714.1	CDX77588, CDX98214, CDY12465, CDY47154, CDY02304, CDY57504
OG0001962	Solyc03T003538.1, Solyc03T000095.1	CDX76708, CDY11483
OG0001963	Solyc05T002161.1, Solyc01T002962.1	CDY13364, CDX67529, CDX99702, CDY27661, CDX67862, CDY25074
OG0001965	Solyc03T003557.1	CDY02461, CDX75765, CDY67447, CDX97564, CDX98441, CDY60700, CDY33229, CDY39109, CDY33228, CDY08206, CDY51798
OG0001969	Solyc12T001760.1, Solyc12T001765.1, Solyc03T003175.1	CDX83878, CDX96741, CDX73013, CDY60141, CDY11092, CDX68213
OG0001970	Solyc09T002274.1, Solyc06T000293.1	CDY22045, CDY52778, CDY22044, CDY52779
OG0001971	Solyc10T002690.1, Solyc10T002895.1, Solyc09T000170.1	CDY44729, CDY41587
OG0001972	Solyc03T003442.1	CDY48321, CDY26227
OG0001974	Solyc09T002624.1, Solyc06T002696.1	CDY13135, CDY36961, CDX94739, CDY22322
OG0001975	Solyc04T000832.1, Solyc10T002337.1, Solyc05T001209.1, Solyc10T002371.1	CDY06130, CDX72067
OG0001977	Solyc08T002569.1	CDY37459, CDY32480
OG0001977	Solyc09T002275.1	CDY01915
OG0001978	Solyc04T000345.1, Solyc11T000145.1, Solyc11T002445.1, Solyc06T002256.1	CDX87942, CDY55298, CDX70981, CDX88811
OG0001979	Solyc04T002482.3	CDY38705, CDY23821
OG0001980	Solyc03T003567.1, Solyc06T001456.1	CDY36602, CDY24076, CDY30665, CDY25685, CDY02494, CDX74842, CDY20470
OG0001983	Solyc01T003185.2, Solyc01T002218.1	CDY19286, CDY37282
OG0001984	Solyc01T002869.1, Solyc01T002868.1	CDY07230, CDY38013, CDY69826
OG0001986	Solyc08T002221.1	CDX82966, CDX82965, CDY70983, CDX76354, CDY52686, CDX94117, CDX98763
OG0001987	Solyc01T001910.1	CDX83319, CDX95735
OG0001988	Solyc01T001640.1, Solyc12T002746.1	CDY05282, CDY24677, CDY34940, CDY34937
OG0001990	Solyc09T000426.1, Solyc10T002606.1	CDY62470, CDX73868, CDY08512, CDY01036, CDY43751, CDX75073, CDX84162
OG0001991	Solyc07T000139.1	CDY03534, CDY23243, CDX68657, CDY28186, CDY39201, CDX72237, CDX72240, CDY39203, CDX72241, CDY39204
OG0001992	Solyc09T000321.1, Solyc10T002640.1	CDY11266, CDX80883, CDY44379, CDY04893, CDY10364, CDX70293
OG0001993	Solyc09T002178.1, Solyc06T001119.1	CDX89825, CDY18231
OG0001994	Solyc10T002577.1	CDY27076, CDX91635
OG0001994	Solyc11T000156.1, Solyc04T000344.1	CDY10374, CDX70300
OG0001995	Solyc09T000257.1, Solyc10T002664.5, Solyc11T002110.1	CDY68599, CDY63985, CDY70414
OG0001996	Solyc08T002008.1	CDX80561, CDY61106, CDY05528, CDY65143, CDY19768, CDX87047, CDX87049
OG0001998	Solyc01T002784.1, Solyc01T002783.1, Solyc01T002782.1	CDY27368, CDY37054, CDY53886, CDY60689, CDY69077, CDX74755
OG0001999	Solyc11T002034.1	CDY22135, CDY07976, CDX74031, CDX87187, CDY67705, CDY02203
OG0002002	Solyc10T002564.1, Solyc01T000153.1	CDY55761
OG0002003	Solyc08T000347.3, Solyc05T002719.1, Solyc01T002971.1	CDY47607, CDY03502, CDY10978, CDY50434
OG0002004	Solyc09T000337.1	CDX87228, CDY16799, CDX86948
OG0002005	Solyc03T003334.1	CDY37593, CDY38665, CDX87306, CDY39983, CDX67945, CDX79388
OG0002006	Solyc12T000024.1, Solyc07T002568.1	CDY67586, CDY68543, CDY28759, CDY06633, CDY46372, CDY39158
OG0002007	Solyc06T000835.1, Solyc06T000834.1, Solyc06T000838.1	CDY00984, CDY70258
OG0002008	Solyc11T001945.1	CDY66348, CDY34359, CDY68942
OG0002009	Solyc03T003360.1	CDY39624, CDY36538
OG0002010	Solyc03T001581.1, Solyc03T000166.1, Solyc02T001635.1	CDX97945, CDY19352, CDY34842, CDX79066, CDX82827
OG0002011	Solyc10T002901.1	CDY70088, CDY70765, CDY46764, CDX79724, CDX91345, CDX74978, CDY52758, CDY71650, CDX73552, CDX78181
OG0002012	Solyc09T001840.1, Solyc06T002691.1	CDX97458, CDY68271, CDY06874, CDY35216
OG0002013	Solyc02T002164.1	CDX75589, CDY35472, CDY24773
OG0002014	Solyc06T001344.1, Solyc08T000232.1, Solyc08T002109.1	CDY51683, CDY41046, CDY25971
OG0002015	Solyc05T002203.1, Solyc03T001774.1, Solyc11T002483.1, Solyc10T000666.1	CDX74731, CDY57102, CDY37034
OG0002016	Solyc06T000282.1, Solyc06T002774.1	CDY53014, CDX80128, CDX95730, CDX83322
OG0002017	Solyc10T002421.1	CDY05760, CDX71828, CDY65464, CDX72007, CDY06084, CDX67702, CDY65462
OG0002019	Solyc01T001764.1	CDY45550
OG0002020	Solyc01T001084.1	CDY17564, CDY45537
OG0002020	Solyc03T001224.1	CDY17574
OG0002021	Solyc01T001027.1	CDX84229
OG0002021	Solyc01T001081.1	CDX86142, CDX80624, CDY05563, CDY25024
OG0002022	Solyc12T002044.1	CDY06441, CDY19567, CDY27531, CDY37305
OG0002023	Solyc11T000855.1	CDY12039, CDY03145
OG0002023	Solyc05T000461.1	CDY13593, CDX83563, CDY04184, CDY39183
OG0002024	Solyc01T002024.1	CDY25093, CDX67879
OG0002024	Solyc05T000259.1	CDX88237, CDX80584
OG0002026	Solyc03T002427.1	CDY33198, CDX75010
OG0002028	Solyc03T001945.1, Solyc03T001944.1	CDY17813, CDY17003, CDY19894, CDY17318
OG0002029	Solyc03T001697.1, Solyc04T002084.1	CDY00368, CDY61067, CDY04617, CDY29463, CDX87560, CDX88323
OG0002030	Solyc12T000610.1, Solyc12T000607.1, Solyc12T002478.1	CDX72750, CDY65009
OG0002031	Solyc04T001859.1	CDY63901, CDX69379, CDY63930, CDY31608
OG0002032	Solyc04T002624.1	CDY61253
OG0002034	Solyc06T002195.1	CDX83487, CDY44220, CDY17931, CDX79829, CDY23360, CDY30403, CDY06184, CDY10005, CDY10158, CDY47701, CDY19080
OG0002035	Solyc08T001695.1, Solyc08T000103.1, Solyc12T002574.1	CDX75189, CDX78375
OG0002036	Solyc03T003208.1, Solyc05T000390.1	CDX75962, CDY51936, CDY67571, CDY66516
OG0002039	Solyc05T002710.1, Solyc09T000099.1, Solyc10T002726.1	CDY08420, CDY42159, CDY50535
OG0002040	Solyc11T002010.1, Solyc01T003283.1, Solyc11T001701.1	CDX78542, CDX70524, CDX69621, CDY09832
OG0002042	Solyc03T000366.1	CDY51836, CDY38918, CDX91638, CDY27071, CDX91643, CDY27069, CDX91642
OG0002043	Solyc01T002541.1	CDY25399, CDY29804
OG0002044	Solyc10T001506.1, Solyc03T002467.1	CDX75409
OG0002045	Solyc01T003237.1	CDY31118, CDY32143, CDY32144, CDY22652, CDY06343, CDX95254, CDY41730
OG0002046	PRAM_36921.1.p1	CDY57512, CDY17694
OG0002046	Solyc03T003183.1	CDY40601, CDX93688
OG0002048	Solyc08T001025.1, Solyc03T001979.1, Solyc01T000946.1	CDX96899
OG0002049	Solyc02T000454.1, Solyc01T003422.2	CDY41695, CDX95284
OG0002051	Solyc05T000499.1, Solyc04T000115.1	CDY04259, CDY07364, CDY33592, CDX95989, CDX81555
OG0002052	Solyc03T001219.1	CDX80401, CDX88062
OG0002052	Solyc07T000303.1	CDY27061, CDX91657, CDY50293, CDY70009, CDY27832
OG0002053	Solyc03T003448.1, Solyc07T001286.1	CDY32894, CDY32753, CDY20707
OG0002054	Solyc06T002340.1	CDY33782, CDY08588
OG0002054	Solyc11T002086.1	CDY50330, CDY26972, CDX71024, CDX88774
OG0002055	Solyc09T002574.3, Solyc03T000062.1	CDX89822, CDY18234, CDY53192, CDY59176, CDY37722, CDY23738, CDX79528, CDX84688, CDY37723
OG0002056	Solyc02T002217.2, Solyc05T000383.2	CDX74243, CDX92005, CDY57538, CDY43231
OG0002057	Solyc01T003376.1	CDX80597, CDX88246, CDY54108, CDY54109, CDY19753, CDX87029
OG0002058	Solyc04T001303.1, Solyc05T002768.1	CDX80376
OG0002058	Solyc11T000900.1, Solyc06T001566.1	CDY05064
OG0002059	Solyc01T003274.1	CDY27769, CDY05166, CDY18777, CDY18797, CDY40708, CDX74147, CDY25029, CDY05568
OG0002060	Solyc03T003044.1, Solyc06T001776.1, Solyc07T000106.1	CDY34799, CDX76839
OG0002061	Solyc09T002561.1, Solyc09T000837.1	CDX90608, CDY29075
OG0002062	Solyc02T002485.1	CDX74501, CDY37890
OG0002063	Solyc07T000321.1	CDX83243, CDY38531
OG0002063	Solyc11T002416.1, Solyc06T002231.1	CDY20153, CDY21869
OG0002064	Solyc02T001566.1	CDY39781, CDY03299
OG0002065	Solyc07T002793.1, Solyc03T003475.1	CDY10002, CDY06187
OG0002066	Solyc03T003566.1, Solyc06T001454.1	CDX83916, CDX96778, CDY16367, CDX91550
OG0002067	Solyc06T002473.1, Solyc06T000063.1, Solyc04T000443.1	CDY50144, CDY31766
OG0002068	Solyc08T000022.1, Solyc04T002754.1, Solyc03T003502.1, Solyc03T002885.1	CDY49736, CDX87354, CDX88566, CDY22290, CDX79342, CDX67977, CDY59457
OG0002069	Solyc07T002449.1, Solyc10T000065.1	CDY35110, CDY40041, CDX81772, CDY50994, CDX81773, CDY50993
OG0002070	Solyc07T000162.1	CDY55788, CDX76521, CDX78855, CDX87752, CDY60886, CDY01541, CDY55639
OG0002072	Solyc10T000226.1, Solyc12T000670.1	CDX75801, CDX82454, CDX97626, CDX98522, CDY20096, CDY32326
OG0002073	Solyc02T001713.1, Solyc10T000143.1, Solyc07T002583.1	CDY57659, CDY19626, CDY36030, CDX82237, CDY43072, CDY55591
OG0002076	Solyc07T001901.1, Solyc02T000174.1, Solyc02T000531.1, Solyc02T001752.1	CDY08634, CDY24892, CDY19535, CDY12937
OG0002077	Solyc03T003412.1, Solyc12T000280.1	CDY43926, CDX87841, CDY22869, CDY69786, CDY42210, CDY32768, CDY32874, CDY11910, CDX88581
OG0002078	Solyc11T001851.1, Solyc10T002297.1	CDY35567, CDY25219, CDY22831, CDY60839
OG0002079	Solyc07T002034.1, Solyc03T000170.1, Solyc02T001652.1, Solyc10T000174.1, Solyc07T002551.1	CDY19360, CDX97953
OG0002080	Solyc07T002164.1	CDX73007, CDY60135
OG0002081	Solyc05T001639.1, Solyc12T000273.1	CDX87868, CDY45641, CDY06399, CDY22877, CDY33843, CDY53441, CDY46536
OG0002082	Solyc03T002391.1, Solyc02T002904.1	CDY20057
OG0002083	Solyc03T000098.1, Solyc02T001358.1, Solyc07T002417.1	CDY14593, CDY26877, CDY66394, CDY00299, CDX87440, CDX88466
OG0002084	Solyc08T000120.1, Solyc08T000119.1, Solyc08T000176.1	CDX73808, CDY00793, CDY08417, CDY42162, CDY50538, CDY52668
OG0002085	Solyc10T000202.1, Solyc12T000621.1, Solyc07T002493.1	CDY69722, CDX92833, CDY29841, CDY14277, CDX97386, CDX97653, CDX98547, CDY21833, CDY20123
OG0002086	Solyc12T002610.1, Solyc12T000892.3, Solyc08T000475.1	CDY58363, CDY19113, CDY34515, CDY42071, CDX86566, CDY15549
OG0002087	Solyc02T001872.1	CDY52187, CDY12453, CDY43180, CDY02345, CDX77564, CDX98230, CDY52186, CDY12452
OG0002088	Solyc06T002442.3, Solyc11T002061.1	CDY46044, CDY31737, CDX77214, CDY47891, CDY15789, CDX83303, CDX95759
OG0002090	Solyc02T002073.1	CDX75562, CDX69213, CDX72583, CDX72582
OG0002091	Solyc01T001526.1, Solyc12T001694.1, Solyc02T001859.1, Solyc09T002475.1, Solyc06T001143.1	CDY15495
OG0002092	Solyc12T000769.1, Solyc07T002772.1	CDY06519, CDY65745, CDY51970, CDY17399, CDY51971, CDY11953, CDY11956, CDY36781
OG0002093	Solyc05T000043.1	CDY61544, CDY47631
OG0002094	Solyc02T000380.1, Solyc01T002312.1, Solyc12T000751.1	CDY17369, CDY28626
OG0002094	Solyc07T000199.1	CDX88607, CDY11885
OG0002095	Solyc02T001784.1	CDX87985, CDX87989, CDX87986, CDY31624, CDX87987
OG0002096	Solyc06T002252.1, Solyc01T000352.1, Solyc01T000353.1, Solyc11T002454.1	CDY09119, CDX88810, CDX70983, CDX92383, CDY65551
OG0002098	Solyc02T000259.1	CDY30902
